,Name,Category,Calories,Fat,Carbs,restaurant
397,Weight Watchers® Chipotle Lime Chicken ,Chicken,490,12,12,Applebee's
398,Shroom & Swiss,Sandwiches,520,28,28,Arby's
399,Smokin’ Chipotle Chicken*,Sandwiches,590,23,23,Arby's
400,Roast Turkey & Swiss Wrap,Wraps,500,24,24,Arby's
401,Potato Cakes (3),Sides,390,23,23,Arby's
402,CapriSun® Fruit Juice,Kid's Meals,80,0,0,Arby's
403,Jamocha Oreo® Shake - Small,Shakes,460,15,15,Arby's
404,Chocolate Turnover,Desserts,510,25,25,Arby's
405,"Ham, Egg & Cheese Croissant",Breakfast,270,14,14,Arby's
406,Chocolate Chunk Cookies (2),Desserts,420,21,21,Arby's
407,Roast Beef Classic,Sandwiches,360,14,14,Arby's
408,Deluxe Bacon Cheddar,Sandwiches,430,19,19,Arby's
409,Roast Chicken Club,Sandwiches,460,18,18,Arby's
410,"Roast Turkey, Ranch & Bacon Sandwich",Sandwiches,810,36,36,Arby's
411,Potato Cakes (4),Sides,510,30,30,Arby's
412,Jamocha Oreo® Swirl Shake - Regular,Shakes,630,20,20,Arby's
413,Jr Chocolate Shake,Shakes,350,9,9,Arby's
414,Outside-In Cinnamon Bites™,Breakfast,300,15,15,Arby's
415,Jalapeno Bites® – (5),Sides,300,17,17,Arby's
416,Roast Beef Mild,Sandwiches,470,22,22,Arby's
417,French Dip & Swiss/Au Jus,Sandwiches,450,17,17,Arby's
418,Prime-Cut™ Chicken Tenders (3),Chicken,360,17,17,Arby's
419,"Roast Turkey, Ranch & Bacon Wrap",Wraps,600,32,32,Arby's
420,Steakhouse Onion Rings (5),Sides,460,24,24,Arby's
421,Vanilla Shake - Small,Shakes,380,12,12,Arby's
422,Jr Jamocha Shake,Shakes,350,9,9,Arby's
423,Classic Italian Toasted Sub,Sandwiches,590,37,37,Arby's
424,Jalapeno Bites® – (8),Sides,470,27,27,Arby's
425,Roast Beef Max,Sandwiches,610,29,29,Arby's
426,Angus Three Cheese & Bacon Sandwich,Sandwiches,660,33,33,Arby's
427,Prime-Cut™ Chicken Tenders (5),Chicken,610,28,28,Arby's
428,Chopped Farmhouse Chicken Salad – Crispy,Salads,430,24,24,Arby's
429,Mozzarella Sticks – (4),Sides,440,23,23,Arby's
430,Vanilla Shake - Regular,Shakes,480,15,15,Arby's
431,Jr Vanilla Shake,Shakes,290,9,9,Arby's
432,Turkey Bacon Club Toasted Sub,Sandwiches,480,21,21,Arby's
433,Loaded Potato Bites® – (5),Sides,350,21,21,Arby's
434,Arby’s Sauce® Adds,Sandwiches,15,0,0,Arby's
435,Angus Cool Deli Sandwich,Sandwiches,640,35,35,Arby's
436,Tangy Barbeque Sauce Adds,Sides,45,0,0,Arby's
437,Chopped Farmhouse Chicken Salad – Roast,Salads,250,13,13,Arby's
438,Mozzarella Sticks – (6),Sides,660,34,34,Arby's
439,Jr Roast Beef Sandwich,Sandwiches,210,8,8,Arby's
440,Sausage Biscuit,Breakfast,460,31,31,Arby's
441,Chicken Cordon Bleu – Crispy,Chicken,620,30,30,Arby's
442,Loaded Potato Bites® – (8),Sides,570,34,34,Arby's
443,Horsey Sauce® Adds,Sandwiches,50,5,5,Arby's
444,Angus Cool Deli Wrap,Wraps,620,36,36,Arby's
445,Buffalo Dipping Sauce Adds,Sides,10,1,1,Arby's
446,Chopped Side Salad,Salads,70,5,5,Arby's
447,Jr Roast Beef,Kid's Meals,210,8,8,Arby's
448,1% Lowfat Chocolate Milk*,Kid's Meals,160,2,2,Arby's
449,Jr Chicken Sandwich,Sandwiches,340,17,17,Arby's
450,Sausage Gravy Biscuit,Breakfast,460,26,26,Arby's
451,Chicken Cordon Bleu – Roast,Chicken,490,21,21,Arby's
452,Homestyle Fries – Kids,Kid's Meals,240,10,10,Arby's
453,Beef'n Cheddar Classic,Sandwiches,450,21,21,Arby's
454,Cravin’ Chicken Sandwich – Crispy,Sandwiches,500,21,21,Arby's
455,Honey Dijon Mustard Sauce Adds,Sides,140,13,13,Arby's
456,Curly Fries – Small,French Fries,450,24,24,Arby's
457,Prime-Cut™ Chicken Tenders - (2),Kid's Meals,240,11,11,Arby's
458,Chocolate Shake - Small,Shakes,450,12,12,Arby's
459,Jr Ham & Cheddar Sandwich,Sandwiches,210,6,6,Arby's
460,Chicken Biscuit*,Breakfast,350,15,15,Arby's
461,Super Roast Beef,Sandwiches,440,20,20,Arby's
462,Homestyle Fries – Small,French Fries,360,16,16,Arby's
463,Beef'n Cheddar Mild,Sandwiches,550,28,28,Arby's
464,Cravin’ Chicken Sandwich – Roast,Sandwiches,370,12,12,Arby's
465,Ranch Dipping Sauce Adds,Sides,160,16,16,Arby's
466,Curly Fries – Medium,French Fries,600,31,31,Arby's
467,Curly Fries – Kids,Kid's Meals,270,14,14,Arby's
468,Chocolate Shake - Regular,Shakes,570,15,15,Arby's
469,Curly Fries – Value,French Fries,270,14,14,Arby's
470,"Bacon, Egg & Cheese Biscuit",Breakfast,450,26,26,Arby's
471,Arby’s Melt,Sandwiches,390,16,16,Arby's
472,Homestyle Fries – Medium,French Fries,480,21,21,Arby's
473,Beef'n Cheddar Max,Sandwiches,680,37,37,Arby's
474,Chicken Bacon & Swiss – Crispy,Sandwiches,600,28,28,Arby's
475,Reuben Sandwich,Sandwiches,700,32,32,Arby's
476,Curly Fries – Large,French Fries,710,37,37,Arby's
477,Potato Cakes (2),Kid's Meals,260,15,15,Arby's
478,Jamocha Shake - Small,Shakes,440,12,12,Arby's
479,Apple Turnover,Desserts,440,17,17,Arby's
480,"Sausage, Egg & Cheese Wrap",Breakfast,740,47,47,Arby's
481,Ham & Swiss Melt,Sandwiches,300,8,8,Arby's
482,Homestyle Fries – Large,French Fries,610,26,26,Arby's
483,Bacon Beef ‘n Cheddar,Sandwiches,520,26,26,Arby's
484,Chicken Bacon & Swiss – Roast,Sandwiches,470,19,19,Arby's
485,Roast Turkey & Swiss Sandwich,Sandwiches,710,28,28,Arby's
486,Potato Cakes (2),Sides,260,15,15,Arby's
487,Applesauce,Kid's Meals,80,0,0,Arby's
488,Jamocha Shake - Regular,Shakes,570,15,15,Arby's
489,Cherry Turnover,Desserts,440,17,17,Arby's
490,"Ham, Egg & Cheese Sourdough",Breakfast,480,20,20,Arby's
491,Jr Deluxe Sandwich,Sandwiches,270,14,14,Arby's
492,Bistro Chicken Press,Sandwiches,780,41,41,Atlanta Bread Company
493,Kid’S Grilled Cheese,Kid's Meals,390,15,15,Atlanta Bread Company
494,Baked Potato,Soups,230,13,13,Atlanta Bread Company
495,New England Clam Chowder,Soups,190,9,9,Atlanta Bread Company
496,Basil Pesto Pasta,Entrees,500,10,10,Atlanta Bread Company
497,French Toast With Maple Syrup,Breakfast,640,11,11,Atlanta Bread Company
498,Asiago Bagel,Breakfast,390,11,11,Atlanta Bread Company
499,Olive Cream Cheese,Breakfast,180,17,17,Atlanta Bread Company
500,Bear Claw,Breakfast,540,24,24,Atlanta Bread Company
501,Cheese Croissant,Breakfast,360,19,19,Atlanta Bread Company
502,Shortbread Cookie,Desserts,410,24,24,Atlanta Bread Company
503,Asiago Focaccia,Breads,290,9,9,Atlanta Bread Company
504,Honey Maple Ham On Honey Wheat,Sandwiches,410,5,5,Atlanta Bread Company
505,Chicken Waldorf,Sandwiches,450,29,29,Atlanta Bread Company
506,Balsamic Bleu Salad,Salads,330,18,18,Atlanta Bread Company
507,Homestyle Chicken & Dumpling,Soups,400,34,34,Atlanta Bread Company
508,Chicken Pesto Calzone,Pizzas,840,33,33,Atlanta Bread Company
509,Penne Pomodoro,Entrees,970,43,43,Atlanta Bread Company
510,Scrambled Eggs,Breakfast,190,13,13,Atlanta Bread Company
511,Banana Nut Muffin,Breakfast,610,36,36,Atlanta Bread Company
512,Banana Nut Muffin Top,Breakfast,420,26,26,Atlanta Bread Company
513,Pecan Roll,Breakfast,860,59,59,Atlanta Bread Company
514,Chocolate Toffee Cookie,Desserts,410,19,19,Atlanta Bread Company
515,Key Lime Pie,Desserts,520,26,26,Atlanta Bread Company
516,Rye Loaf,Breads,90,1,1,Atlanta Bread Company
517,Tuna Salad On French,Sandwiches,630,33,33,Atlanta Bread Company
518,Chicken Pesto Panini,Sandwiches,710,26,26,Atlanta Bread Company
519,Chopstix Chicken Salad,Salads,240,10,10,Atlanta Bread Company
520,Frontier Chicken Chili,Soups,290,10,10,Atlanta Bread Company
521,Four Cheese Pizza,Pizzas,530,23,23,Atlanta Bread Company
522,"Bacon, Egg & Cheese Sandwich",Breakfast,490,21,21,Atlanta Bread Company
523,Ham & Swiss Omelette,Breakfast,500,35,35,Atlanta Bread Company
524,Blueberry Muffin,Breakfast,320,15,15,Atlanta Bread Company
525,Blueberry Muffin Top,Breakfast,250,12,12,Atlanta Bread Company
526,Raspberry Cheese Danish,Breakfast,440,18,18,Atlanta Bread Company
527,Toffee Chocolate Chunk Cookie,Desserts,460,23,23,Atlanta Bread Company
528,Cookies And Cream Cheesecake,Desserts,440,26,26,Atlanta Bread Company
529,Sourdough Baguette,Breads,90,0,0,Atlanta Bread Company
530,Bella Chicken Sandwich,Sandwiches,610,38,38,Atlanta Bread Company
531,Turkey Club Panini,Sandwiches,710,24,24,Atlanta Bread Company
532,House Salad,Salads,90,2,2,Atlanta Bread Company
533,Chicken Peppercorn,Soups,430,34,34,Atlanta Bread Company
534,Asiago Cream Pasta,Entrees,920,50,50,Atlanta Bread Company
535,Belgian Waffle With Maple Syrup & Whipped Cream,Breakfast,530,18,18,Atlanta Bread Company
536,Tomato Bacon Omelette,Breakfast,360,27,27,Atlanta Bread Company
537,Cinnamon Raisin Bagel,Breakfast,270,1,1,Atlanta Bread Company
538,Honey Raisin Walnut Cream Cheese,Breakfast,190,14,14,Atlanta Bread Company
539,Apple Danish,Breakfast,460,18,18,Atlanta Bread Company
540,Chocolate Croissant,Breakfast,560,28,28,Atlanta Bread Company
541,Peanut Butter Cookie,Desserts,440,37,37,Atlanta Bread Company
542,Caramel Nut Cheesecake,Desserts,660,43,43,Atlanta Bread Company
543,California Avocado,Sandwiches,930,50,50,Atlanta Bread Company
544,Kid’S Peanut Butter & Jelly,Kid's Meals,550,15,15,Atlanta Bread Company
545,Baja Chicken Enchilada,Soups,330,19,19,Atlanta Bread Company
546,Chicken Parmesan,Entrees,910,34,34,Atlanta Bread Company
547,Morning Classic With Ham,Breakfast,420,15,15,Atlanta Bread Company
548,Plain Cream Cheese,Breakfast,190,19,19,Atlanta Bread Company
549,Low Fat Pumpkin Muffin,Breakfast,240,2,2,Atlanta Bread Company
550,Cheese Danish,Breakfast,490,22,22,Atlanta Bread Company
551,French Croissant,Breakfast,330,17,17,Atlanta Bread Company
552,Double Chocolate Brownie,Desserts,450,19,19,Atlanta Bread Company
553,Asiago Loaf,Breads,80,1,1,Atlanta Bread Company
554,French Baguette,Breads,90,0,0,Atlanta Bread Company
555,Nine Grain Bread,Breads,120,2,2,Atlanta Bread Company
556,Chicken Salad On Sourdough,Sandwiches,440,19,19,Atlanta Bread Company
557,Turkey Bacon Rustica,Sandwiches,960,56,56,Atlanta Bread Company
558,Kid’S Penne And Cheese,Kid's Meals,470,11,11,Atlanta Bread Company
559,Chicken & Sausage Gumbo,Soups,190,6,6,Atlanta Bread Company
560,Bbq Chicken Pizza,Pizzas,320,5,5,Atlanta Bread Company
561,Fettuccine Salmone,Entrees,860,35,35,Atlanta Bread Company
562,Morning Classic With Sausage,Breakfast,650,40,40,Atlanta Bread Company
563,Sesame Seed Bagel,Breakfast,390,9,9,Atlanta Bread Company
564,Vegetable Cream Cheese,Breakfast,180,15,15,Atlanta Bread Company
565,Pumpkin Muffin,Breakfast,530,20,20,Atlanta Bread Company
566,Gooey Butter Danish,Breakfast,560,26,26,Atlanta Bread Company
567,Chocolate Chunk Cookie,Desserts,430,21,21,Atlanta Bread Company
568,Carrot Cake Cheesecake,Desserts,680,49,49,Atlanta Bread Company
569,Pumpernickel Loaf,Breads,110,1,1,Atlanta Bread Company
570,Ny Hot Pastrami,Sandwiches,660,29,29,Atlanta Bread Company
571,Kid’S Cheese Pizza,Kid's Meals,300,7,7,Atlanta Bread Company
572,Broccoli & Cheese,Soups,250,17,17,Atlanta Bread Company
573,Wisconsin Cheese,Soups,290,15,15,Atlanta Bread Company
574,Penne Bolognese,Entrees,980,13,13,Atlanta Bread Company
575,Morning Classic With Bacon,Breakfast,420,21,21,Atlanta Bread Company
576,Poppy Seed Bagel,Breakfast,340,5,5,Atlanta Bread Company
577,Raspberry Cream Cheese,Breakfast,100,8,8,Atlanta Bread Company
578,Mocha Chip Muffin,Breakfast,620,30,30,Atlanta Bread Company
579,Cinnamon Roll,Breakfast,640,26,26,Atlanta Bread Company
580,Raspberry Cheese Croissant,Breakfast,430,18,18,Atlanta Bread Company
581,Creamy Caramel Brownie,Desserts,460,19,19,Atlanta Bread Company
582,French Loaf,Breads,110,0,0,Atlanta Bread Company
583,Panini Bread,Breads,430,8,8,Atlanta Bread Company
584,Turkey On Nine Grain,Sandwiches,370,6,6,Atlanta Bread Company
585,Chicken Cordon Bleu Panini,Sandwiches,670,19,19,Atlanta Bread Company
586,Salsa Fresca Salmon Salad,Salads,560,29,29,Atlanta Bread Company
587,Classic Beef Chili,Soups,290,10,10,Atlanta Bread Company
588,Margherita Pizza,Pizzas,480,22,22,Atlanta Bread Company
589,Egg & Cheese Sandwich,Breakfast,440,17,17,Atlanta Bread Company
590,Florentine Omelette,Breakfast,460,34,34,Atlanta Bread Company
591,Chocolate Chip Muffin,Breakfast,640,31,31,Atlanta Bread Company
592,Chocolate Chip Muffin Top,Breakfast,390,19,19,Atlanta Bread Company
593,Sticky Bun,Breakfast,560,30,30,Atlanta Bread Company
594,White Chocolate Macadamia Nut Cookie,Desserts,470,26,26,Atlanta Bread Company
595,Pecan Turtle Cheesecake,Desserts,610,41,41,Atlanta Bread Company
596,Ciabatta,Breads,270,2,2,Atlanta Bread Company
597,Sourdough Bread,Breads,140,0,0,Atlanta Bread Company
598,Veggie On Nine Grain,Sandwiches,500,25,25,Atlanta Bread Company
599,Cubano Panini,Sandwiches,650,19,19,Atlanta Bread Company
600,Caesar Salad,Salads,150,9,9,Atlanta Bread Company
601,Tomato Fennel & Dill,Soups,290,23,23,Atlanta Bread Company
602,Pepperoni Pizza,Pizzas,340,10,10,Atlanta Bread Company
603,"Ham, Egg & Cheddar Cheese Sandwich",Breakfast,500,18,18,Atlanta Bread Company
604,Spanish Omelette,Breakfast,470,35,35,Atlanta Bread Company
605,Mocha Chip Muffin Top,Breakfast,410,20,20,Atlanta Bread Company
606,Almond Croissant,Breakfast,620,35,35,Atlanta Bread Company
607,"Chocolate, Oatmeal And Craisin Cookie",Desserts,410,17,17,Atlanta Bread Company
608,Plain Cheesecake,Desserts,570,36,36,Atlanta Bread Company
609,Sourdough Soup Bowl,Breads,390,1,1,Atlanta Bread Company
610,Abc Special,Sandwiches,750,38,38,Atlanta Bread Company
611,Italian Vegetarian Panini,Sandwiches,570,16,16,Atlanta Bread Company
612,Greek Salad,Salads,240,16,16,Atlanta Bread Company
613,White Pizza,Pizzas,460,22,22,Atlanta Bread Company
614,"Sausage, Egg & Cheese Sandwich",Breakfast,750,43,43,Atlanta Bread Company
615,Three Cheese Omelette,Breakfast,1100,85,85,Atlanta Bread Company
616,Chive Cream Cheese,Breakfast,170,15,15,Atlanta Bread Company
617,Low Fat Pumpkin Muffin Top,Breakfast,200,2,2,Atlanta Bread Company
618,Apple Croissant,Breakfast,420,15,15,Atlanta Bread Company
619,Oatmeal Raisin Cookie,Desserts,370,14,14,Atlanta Bread Company
620,Pumpkin Cheesecake,Desserts,510,31,31,Atlanta Bread Company
621,Egg & Cheese Biscuit,Breakfast,515,34,34,Bojangle's Famous Chicken 'n Biscuits
622,Chicken Supremes Salad,Salads,460,18,18,Bojangle's Famous Chicken 'n Biscuits
623,12 piece Supremes box (serves 3-5),Entrees,2230,92,92,Bojangle's Famous Chicken 'n Biscuits
624,Cole Slaw,Sides,255,20,20,Bojangle's Famous Chicken 'n Biscuits
625,Seasoned Fries,Sides,300,20,20,Bojangle's Famous Chicken 'n Biscuits
626,2 Sausage Biscuits,Breakfast,840,54,54,Bojangle's Famous Chicken 'n Biscuits
627,Steak Biscuit,Sides,555,35,35,Bojangle's Famous Chicken 'n Biscuits
628,"Bacon, Egg & Cheese",Breakfast,550,37,37,Bojangle's Famous Chicken 'n Biscuits
629,Cajun Filet Club Sandwich,Sandwiches,640,39,39,Bojangle's Famous Chicken 'n Biscuits
630,Wing,Chicken,200,13,13,Bojangle's Famous Chicken 'n Biscuits
631,Bojangles Cajun Pintos,Sides,110,0,0,Bojangle's Famous Chicken 'n Biscuits
632,Plain Biscuit,Breakfast,280,14,14,Bojangle's Famous Chicken 'n Biscuits
633,Grilled Chicken Salad,Salads,305,11,11,Bojangle's Famous Chicken 'n Biscuits
634,8 piece & 4 biscuit box (serves 3-5),Entrees,3534,216,216,Bojangle's Famous Chicken 'n Biscuits
635,Green Beans,Sides,35,0,0,Bojangle's Famous Chicken 'n Biscuits
636,1 Breast Dinner,Entrees,940,54,54,Bojangle's Famous Chicken 'n Biscuits
637,Sausage Biscuit,Breakfast,420,27,27,Bojangle's Famous Chicken 'n Biscuits
638,Leg,Chicken,230,15,15,Bojangle's Famous Chicken 'n Biscuits
639,Bo-Tato Rounds ,Sides,350,22,22,Bojangle's Famous Chicken 'n Biscuits
640,Macaroni ‘N Cheese,Sides,240,7,7,Bojangle's Famous Chicken 'n Biscuits
641,2 piece Dinner (breast & wing),Entrees,1095,67,67,Bojangle's Famous Chicken 'n Biscuits
642,Sausage & Egg Biscuit,Breakfast,545,38,38,Bojangle's Famous Chicken 'n Biscuits
643,Breast,Chicken,440,26,26,Bojangle's Famous Chicken 'n Biscuits
644,Bo-Tato Rounds ,Sides,230,14,14,Bojangle's Famous Chicken 'n Biscuits
645,Green Beans,Sides,120,0,0,Bojangle's Famous Chicken 'n Biscuits
646,2 Breast Dinner,Entrees,1380,80,80,Bojangle's Famous Chicken 'n Biscuits
647,3 wing Dinner,Entrees,1090,67,67,Bojangle's Famous Chicken 'n Biscuits
648,Cajun Filet Biscuit,Sides,515,28,28,Bojangle's Famous Chicken 'n Biscuits
649,Cajun Filet Sandwich,Sandwiches,495,27,27,Bojangle's Famous Chicken 'n Biscuits
650,Supreme,Chicken,90,3,3,Bojangle's Famous Chicken 'n Biscuits
651,Bojangles Cajun Pintos,Sides,380,1,1,Bojangle's Famous Chicken 'n Biscuits
652,Mashed Potatoes ‘N Gravy,Sides,555,23,23,Bojangle's Famous Chicken 'n Biscuits
653,3 wing Dinner,Entrees,1090,67,67,Bojangle's Famous Chicken 'n Biscuits
654,2 Piece Supremes Kids’ Meal,Kid's Meals,680,34,34,Bojangle's Famous Chicken 'n Biscuits
655,"Unsweetened Iced Tea (32oz, with ice)",Drinks,0,0,0,Bojangle's Famous Chicken 'n Biscuits
656,Country Ham & Egg Biscuit,Breakfast,480,29,29,Bojangle's Famous Chicken 'n Biscuits
657,Grilled Chicken Club,Sandwiches,520,27,27,Bojangle's Famous Chicken 'n Biscuits
658,Roasted Chicken Bites,Chicken,280,11,11,Bojangle's Famous Chicken 'n Biscuits
659,Bojangles’ Dirty Rice,Sides,165,6,6,Bojangle's Famous Chicken 'n Biscuits
660,Picnic Grits,Sides,230,2,2,Bojangle's Famous Chicken 'n Biscuits
661,1 Breast Dinner,Entrees,940,54,54,Bojangle's Famous Chicken 'n Biscuits
662,Chicken Leg Kids’ meal,Kid's Meals,730,43,43,Bojangle's Famous Chicken 'n Biscuits
663,Country Ham Biscuit,Breakfast,355,18,18,Bojangle's Famous Chicken 'n Biscuits
664,Grilled Chicken Sandwich,Sandwiches,375,15,15,Bojangle's Famous Chicken 'n Biscuits
665,12 piece & 6 biscuit box (serves 5-7),Entrees,5300,324,324,Bojangle's Famous Chicken 'n Biscuits
666,Bojangles’ Dirty Rice,Sides,570,20,20,Bojangle's Famous Chicken 'n Biscuits
667,Seasoned Fries,Sides,215,14,14,Bojangle's Famous Chicken 'n Biscuits
668,2 Breast Dinner,Entrees,1380,80,80,Bojangle's Famous Chicken 'n Biscuits
669,Mac ‘N Cheese Kids’ Meal,Kid's Meals,735,35,35,Bojangle's Famous Chicken 'n Biscuits
670,Gravy Biscuit,Breakfast,390,20,20,Bojangle's Famous Chicken 'n Biscuits
671,Garden Salad,Salads,190,9,9,Bojangle's Famous Chicken 'n Biscuits
672,20 piece & 10 biscuit box serves 9-11),Entrees,8820,540,540,Bojangle's Famous Chicken 'n Biscuits
673,Cole Slaw,Sides,870,68,68,Bojangle's Famous Chicken 'n Biscuits
674,Seasoned Fries,Sides,530,35,35,Bojangle's Famous Chicken 'n Biscuits
675,2 piece Dinner (leg & thigh),Entrees,1100,69,69,Bojangle's Famous Chicken 'n Biscuits
676,Coffee (22oz),Drinks,0,0,0,Bojangle's Famous Chicken 'n Biscuits
677,Thigh,Chicken,370,26,26,Bojangle's Famous Chicken 'n Biscuits
678,Bo-Tato Rounds ,Sides,580,36,36,Bojangle's Famous Chicken 'n Biscuits
679,Macaroni ‘N Cheese,Sides,911,24,24,Bojangle's Famous Chicken 'n Biscuits
680,2 piece Dinner (leg & thigh),Entrees,1100,69,69,Bojangle's Famous Chicken 'n Biscuits
681,Cinnamon Pecan Twist,Desserts,270,12,12,Bojangle's Famous Chicken 'n Biscuits
682,"Unsweetened Iced Tea (16oz, with ice)",Drinks,0,0,0,Bojangle's Famous Chicken 'n Biscuits
683,Mashed Potatoes ‘N Gravy,Sides,150,6,6,Bojangle's Famous Chicken 'n Biscuits
684,3 piece Dinner (leg & 2 thighs),Entrees,1470,95,95,Bojangle's Famous Chicken 'n Biscuits
685,Sweet Potato Pie,Desserts,410,23,23,Bojangle's Famous Chicken 'n Biscuits
686,"Unsweetened Iced Tea (22oz, with ice)",Drinks,0,0,0,Bojangle's Famous Chicken 'n Biscuits
687,2 piece Dinner (breast & wing),Entrees,1095,67,67,Bojangle's Famous Chicken 'n Biscuits
688,Coffee (16oz),Drinks,0,0,0,Bojangle's Famous Chicken 'n Biscuits
689,3 piece Dinner (leg & 2 thighs),Entrees,1470,95,95,Bojangle's Famous Chicken 'n Biscuits
690,"Sweet Iced Tea (16oz, with ice)",Drinks,70,0,0,Bojangle's Famous Chicken 'n Biscuits
691,Bo-Berry Biscuit,Desserts,375,15,15,Bojangle's Famous Chicken 'n Biscuits
692,"Sweet Iced Tea (32oz, with ice)",Drinks,150,0,0,Bojangle's Famous Chicken 'n Biscuits
693,"Sweet Iced Tea (22oz, with ice)",Drinks,100,0,0,Bojangle's Famous Chicken 'n Biscuits
694,Ultimate Nachos With Chicken,Appetizers,1120,52,52,Buffalo Wild Wings
695,Potato Wedges Regular with cheese,Sides,390,23,23,Buffalo Wild Wings
696,French fries,Sides,280,10,10,Buffalo Wild Wings
697,Boneless (each),Wings,88,6,6,Buffalo Wild Wings
698,Grilled Blackened Chicken Salad,Salads,660,39,39,Buffalo Wild Wings
699,Big Jack Daddy Burger,Burgers,900,56,56,Buffalo Wild Wings
700,Buffalo Ranch Chicken Sandwich,Sandwiches,800,49,49,Buffalo Wild Wings
701,Parmesan Garlic Flatbread,Sandwiches,863,44,44,Buffalo Wild Wings
702,Mini Corn Dogs (5),Kid's Meals,357,12,12,Buffalo Wild Wings
703,Asian Zing,Wing Sauces,90,0,0,Buffalo Wild Wings
704,The Sampler,Appetizers,1520,76,76,Buffalo Wild Wings
705,3/4 lb Popcorn Shrimp,Appetizers,880,44,44,Buffalo Wild Wings
706,French Fries Basket,Sides,560,20,20,Buffalo Wild Wings
707,Side Salad,Sides,210,15,15,Buffalo Wild Wings
708,Ribs & Chicken Tenders,Entrees,1860,118,118,Buffalo Wild Wings
709,Grilled Chicken Salad,Salads,640,38,38,Buffalo Wild Wings
710,Cheeseburger,Burgers,780,51,51,Buffalo Wild Wings
711,Jerk Chicken Sandwich,Sandwiches,530,10,10,Buffalo Wild Wings
712,New York Cheesecake,Desserts,460,28,28,Buffalo Wild Wings
713,French Fries Regular,Kid's Meals,280,10,10,Buffalo Wild Wings
714,Caribbean Jerk,Wing Sauces,80,3,3,Buffalo Wild Wings
