,Name,Category,Calories,Fat,Carbs,restaurant
961,Pineapple Cream Cheese Pie ,Desserts,320,14,14,Captain D's
962,Batter‐Dipped Fish ,Entrees,182,12,12,Captain D's
963,Coconut Shrimp ,Entrees,321,19,19,Captain D's
964,Wild Alaskan Salmon Sandwich ,Sandwiches,520,18,18,Captain D's
965,Hush Puppies (2) ,Sides,200,13,13,Captain D's
966,Ginger Teriyaki Sauce ,Sides,60,0,0,Captain D's
967,Country Style Fish ,Entrees,195,10,10,Captain D's
968,Stuffed Crab Shell ,Entrees,100,5,5,Captain D's
969,Wild Alaskan Salmon Salad ,Salads,177,1,1,Captain D's
970,Cracklins ,Sides,160,12,12,Captain D's
971,Scampi Butter Sauce ,Sides,120,10,10,Captain D's
972,Seasoned Tilapia ,Entrees,130,3,3,Captain D's
973,Chicken Tender ,Entrees,170,10,10,Captain D's
974,Side Salad ,Sides,14,0,0,Captain D's
975,Breadstick ,Sides,150,6,6,Captain D's
976,Chocolate Cake ,Desserts,300,11,11,Captain D's
977,Premium Shrimp ,Entrees,154,6,6,Captain D's
978,Great Little Fish Sandwich ,Sandwiches,642,38,38,Captain D's
979,French Fries ,Sides,310,15,15,Captain D's
980,Seasoned Rice ,Sides,160,1,1,Captain D's
981,Cheesecake ,Desserts,410,27,27,Captain D's
982,Shrimp Skewers ,Entrees,50,0,0,Captain D's
983,Classic Fish Sandwich ,Sandwiches,744,41,41,Captain D's
984,Macaroni & Cheese ,Sides,160,7,7,Captain D's
985,Jalapeno Poppers ,Sides,155,7,7,Captain D's
986,Pecan Pie ,Desserts,470,26,26,Captain D's
987,Scampi Shrimp ,Entrees,28,0,0,Captain D's
988,The Captain ,Sandwiches,1008,50,50,Captain D's
989,Cole Slaw ,Sides,170,12,12,Captain D's
990,Cheese Sticks ,Sides,220,12,12,Captain D's
991,Cheesecake with Strawberries ,Desserts,430,26,26,Captain D's
992,Fried Flounder ,Entrees,213,13,13,Captain D's
993,Oysters ,Entrees,320,18,18,Captain D's
994,Bite Size Shrimp Salad ,Salads,267,10,10,Captain D's
995,Corn on the Cob ,Sides,190,2,2,Captain D's
996,Sweet Chili Sauce ,Sides,100,0,0,Captain D's
997,Catfish ,Entrees,105,6,6,Captain D's
998,1/2 LB Clams ,Entrees,770,47,47,Captain D's
999,Fried Chicken Salad ,Salads,207,10,10,Captain D's
1000,Green Beans ,Sides,60,2,2,Captain D's
1001,Tartar Sauce ,Sides,100,10,10,Captain D's
1002,Wild Alaskan Salmon ,Entrees,140,1,1,Captain D's
1003,Crab Cake ,Entrees,174,11,11,Captain D's
1004,Baked Potato‐plain ,Sides,240,0,0,Captain D's
1005,Broccoli ,Sides,40,1,1,Captain D's
1006,Cocktail Sauce ,Sides,25,0,0,Captain D's
1007,"Steak, Egg & Cheese",Breakfast Tacos,620,25,25,Charley's Grilled Subs
1008,4 oz. Hash Browns,Breakfast,200,9,9,Charley's Grilled Subs
1009,Reg.Fries,French Fries,453,25,25,Charley's Grilled Subs
1010,Ultimate Club,Sandwiches,560,23,23,Charley's Grilled Subs
1011,Bacon Omelet,Breakfast,410,32,32,Charley's Grilled Subs
1012,Egg & Cheese,Breakfast Tacos,470,17,17,Charley's Grilled Subs
1013,Cheddar Fries,French Fries,523,30,30,Charley's Grilled Subs
1014,Chicken Cordon Blue,Sandwiches,570,18,18,Charley's Grilled Subs
1015,Italian Deli,Sandwiches,585,25,25,Charley's Grilled Subs
1016,Grilled Steak Salad,Salads,208,10,10,Charley's Grilled Subs
1017,Sausage Omelet,Breakfast,474,35,35,Charley's Grilled Subs
1018,"Bacon, Egg & Cheese",Breakfast Tacos,540,26,26,Charley's Grilled Subs
1019,Cheddar Bacon Fries,French Fries,553,30,30,Charley's Grilled Subs
1020,Fresh Garden,Salads,58,2,2,Charley's Grilled Subs
1021,Kid's (3 Chicken Fingers),Kid's Meals,200,12,12,Charley's Grilled Subs
1022,5 Chicken Fingers,Chicken,334,20,20,Charley's Grilled Subs
1023,Two Eggs Scrambled,Breakfast,160,12,12,Charley's Grilled Subs
1024,Ranch BaconFries,French Fries,530,25,25,Charley's Grilled Subs
1025,Grilled Chicken Salad,Salads,198,7,7,Charley's Grilled Subs
1026,2 pieces of Toast,Breakfast,160,4,4,Charley's Grilled Subs
1027,Ultimate Fries,French Fries,598,32,32,Charley's Grilled Subs
1028,Philly Veggie,Sandwiches,449,15,15,Charley's Grilled Subs
1029,Chicken Teriyaki Salad,Salads,213,7,7,Charley's Grilled Subs
1030,"Sausage, Egg & Cheese",Breakfast Tacos,604,29,29,Charley's Grilled Subs
1031,Deluxe Chicken Sandwich,Sandwiches,490,22,22,Chick-fil-A
1032,Spicy Chicken Cool Wrap,Wraps,410,12,12,Chick-fil-A
1033,Fruit Cup ,Sides,70,0,0,Chick-fil-A
1034,Chick-fil-A® Spicy Chicken Biscuit ,Breakfast,450,20,20,Chick-fil-A
1035,Yogurt Parfait ,Breakfast,230,3,3,Chick-fil-A
1036,Chicken Sandwich,Sandwiches,430,17,17,Chick-fil-A
1037,Chicken Caesar Cool Wrap,Wraps,460,15,15,Chick-fil-A
1038,Cole Slaw ,Sides,360,31,31,Chick-fil-A
1039,Spicy Chicken Sandwich Deluxe,Sandwiches,570,27,27,Chick-fil-A
1040,Chargrilled Chicken Garden Salad,Salads,180,6,6,Chick-fil-A
1041,"Chicken, Egg & Cheese on Sunflower Multigrain Bagel ",Breakfast,490,20,20,Chick-fil-A
1042,Chick-fil-A® Cheesecake ,Desserts,310,23,23,Chick-fil-A
1043,Chicken Salad Sandwich,Sandwiches,490,19,19,Chick-fil-A
1044,Chicken Salad Cup ,Salads,350,22,22,Chick-fil-A
1045,Plain Biscuit ,Breakfast,310,14,14,Chick-fil-A
1046,Roasted Nut Topping ,Breakfast,80,8,8,Chick-fil-A
1047,Chocolate Milkshake ,Desserts,600,23,23,Chick-fil-A
1048,Iced Tea - Unsweetened ,Drinks,0,0,0,Chick-fil-A
1049,Chick-n-Strips,Chicken,360,17,17,Chick-fil-A
1050,Carrot & Raisin Salad ,Salads,260,12,12,Chick-fil-A
1051,Chick-fil-A® Chicken Biscuit ,Breakfast,440,20,20,Chick-fil-A
1052,Multigrain Oatmeal ,Breakfast,280,11,11,Chick-fil-A
1053,Hash Browns ,Breakfast,270,18,18,Chick-fil-A
1054,Iced Tea - Sweetened ,Drinks,130,0,0,Chick-fil-A
1055,Chargrilled Chicken Club Sandwich,Sandwiches,410,12,12,Chick-fil-A
1056,Southwest Chargrilled Salad,Salads,240,9,9,Chick-fil-A
1057,Chicken Breakfast Burrito ,Breakfast Tacos,450,20,20,Chick-fil-A
1058,Chick-fil-A® Lemon Pie ,Desserts,360,13,13,Chick-fil-A
1059,Nuggets,Chicken,400,18,18,Chick-fil-A
1060,Waffle Potato Fries,French Fries,390,21,21,Chick-fil-A
1061,Sausage Breakfast Burrito ,Breakfast Tacos,510,29,29,Chick-fil-A
1062,Yogurt Parfait with Granola ,Breakfast,290,6,6,Chick-fil-A
1063,Icedream® ,Desserts,290,7,7,Chick-fil-A
1064,Chargrilled Chicken Sandwich,Sandwiches,290,4,4,Chick-fil-A
1065,Chick-n-Strips Salad,Salads,460,22,22,Chick-fil-A
1066,Cinnamon Cluster ,Breakfast,430,17,17,Chick-fil-A
1067,Fudge Brownie ,Desserts,390,18,18,Chick-fil-A
1068,Spicy Chicken Sandwich,Sandwiches,480,20,20,Chick-fil-A
1069,Chargrilled & Fruit Salad,Salads,220,6,6,Chick-fil-A
1070,Hearty Breast of Chicken Soup ,Soups,140,4,4,Chick-fil-A
1071,Chick-fil-A Chick-n-Minis™ ,Breakfast,370,14,14,Chick-fil-A
1072,Vanilla Milkshake ,Desserts,550,23,23,Chick-fil-A
1073,Chargrilled Chicken Cool Wrap,Wraps,410,12,12,Chick-fil-A
1074,Chicken Tortilla Soup ,Soups,230,5,5,Chick-fil-A
1075,"Bacon, Egg & Cheese Biscuit ",Breakfast,460,24,24,Chick-fil-A
1076,Mixed Fruit Blend ,Breakfast,45,0,0,Chick-fil-A
1077,Cookies & Cream Milkshake ,Desserts,570,26,26,Chick-fil-A
1078,Chick-fil-A® Lemonade ,Drinks,230,0,0,Chick-fil-A
1079,"Sausage, Egg, and Cheese Biscuit ",Breakfast,680,47,47,Chick-fil-A
1080,Cinnamon Brown Sugar ,Breakfast,25,0,0,Chick-fil-A
1081,Banana Pudding Milkshake ,Desserts,780,24,24,Chick-fil-A
1082,Chick-fil-A® Diet Lemonade ,Drinks,20,0,0,Chick-fil-A
1083,Strawberry Milkshake ,Desserts,610,23,23,Chick-fil-A
1084,100% Colombian Coffee ,Coffee,5,0,0,Chick-fil-A
1085,Boneless Buffalo Wings w/ Bleu Cheese,Appetizers,1490,88,88,Chili's
1086,Bottomless Tostada Chips w/ Salsa,Appetizers,1020,51,51,Chili's
1087,Classic Nachos - Beef (12),Appetizers,1720,108,108,Chili's
1088,Classic Nachos - Beef (8),Appetizers,1170,74,74,Chili's
1089,Classic Nachos - Chicken (12),Appetizers,1670,103,103,Chili's
1090,Classic Nachos - Chicken (8),Appetizers,1140,71,71,Chili's
1091,Classic Nachos (12),Appetizers,1440,97,97,Chili's
1092,Classic Nachos (8),Appetizers,980,67,67,Chili's
1093,Crispy Onion String & Jalapeno Stack w/ Ranch,Appetizers,1050,81,81,Chili's
1094,Fire-Grilled Corn Guacamole w/ Chips,Appetizers,1400,84,84,Chili's
1095,Fried Cheese w/ Marinara Sauce,Appetizers,660,35,35,Chili's
1096,Hot Spinach & Artichoke Dip w/ Chips,Appetizers,1610,103,103,Chili's
1097,Skillet Queso w/ Chips,Appetizers,1710,101,101,Chili's
1098,Southwestern Eggrolls w/ Avocado Ranch,Appetizers,780,41,41,Chili's
1099,Texas Cheese Fries -1/2 order w/ Chili & Ranch,Appetizers,1350,94,94,Chili's
1100,Texas Cheese Fries -1/2 order w/ Ranch,Appetizers,1260,89,89,Chili's
1101,Texas Cheese Fries w/ Chili & Ranch,Appetizers,2120,144,144,Chili's
1102,Texas Cheese Fries w/ Ranch,Appetizers,1960,136,136,Chili's
1103,Triple Dipper™ Big Mouth® Bites w/ Ranch,Appetizers,850,58,58,Chili's
1104,Triple Dipper™ Boneless Buffalo Wings w/ Bleu Cheese,Appetizers,810,54,54,Chili's
1105,Triple Dipper™ Chicken Crispers® No Dressing,Appetizers,340,15,15,Chili's
1106,Triple Dipper™ Fried Cheese w/ Marinara Sauce,Appetizers,390,21,21,Chili's
1107,Triple Dipper™ Hot Spinach & Artichoke Dip w/ Chips,Appetizers,1290,77,77,Chili's
1108,Triple Dipper™ Southwestern Eggrolls w/ Avocado Ranch,Appetizers,560,32,32,Chili's
1109,Triple Dipper™ Wings Over Buffalo® w/ Bleu Cheese,Appetizers,480,41,41,Chili's
1110,Wings Over Buffalo® w/ Bleu Cheese,Appetizers,690,53,53,Chili's
1111,Big Mouth Burger Bites w/ Fries,Burgers,970,58,58,Chili's
1112,Big Mouth® Bites w/ Ranch with fries,Burgers,2120,133,133,Chili's
1113,Classic Bacon Burger w/ fries,Burgers,1570,91,91,Chili's
1114,Jalapeno Smokehouse Burger w/ Ranch with fries,Burgers,2210,144,144,Chili's
1115,Mushroom-Swiss Burger w/ fries,Burgers,1540,88,88,Chili's
1116,Oldtimer® Burger w/ fries,Burgers,1310,65,65,Chili's
1117,Shiner Bock® BBQ Burger w/ fries,Burgers,1680,87,87,Chili's
1118,Southern Smokehouse Burger w/ Ancho Chile BBQ & fries,Burgers,2290,139,139,Chili's
1119,Avocado Burger on Wheat Bun w/ fries,Burgers,1570,90,90,Chili's
1120,Crispy Chicken Crispers® No Dressing,Chicken,1210,57,57,Chili's
1121,Crispy Honey-Chipotle Chicken Crispers® w/ Ranch,Chicken,1660,76,76,Chili's
1122,Margarita Grilled Chicken (Lunch Combo),Chicken,260,7,7,Chili's
1123,Margarita Grilled Chicken,Chicken,550,14,14,Chili's
1124,Monterey Chicken® (Lunch Combo),Chicken,530,27,27,Chili's
1125,Monterey Chicken®,Chicken,890,48,48,Chili's
1126,Chicken Crispers® w/ Honey Mustard,Chicken,1350,68,68,Chili's
1127,Brownie Sundae,Desserts,1290,61,61,Chili's
1128,Cheesecake,Desserts,710,42,42,Chili's
1129,Chocolate Chip Paradise Pie,Desserts,1250,64,64,Chili's
1130,Frosty Chocolate Shake,Shakes,690,33,33,Chili's
1131,Molten Chocolate Cake,Desserts,1020,46,46,Chili's
1132,Cajun Pasta w/ Grilled Chicken,Entrees,1500,76,76,Chili's
1133,Cajun Pasta w/ Grilled Chicken (Lunch Combo),Entrees,870,44,44,Chili's
1134,Cajun Pasta w/ Grilled Shrimp,Entrees,1480,81,81,Chili's
1135,Classic Sirloin (Lunch Combo),Entrees,360,18,18,Chili's
1136,Classic Sirloin,Entrees,1010,60,60,Chili's
1137,Country-Fried Steak,Entrees,1270,71,71,Chili's
1138,Flame-Grilled Ribeye,Entrees,1570,116,116,Chili's
1139,Fried Shrimp w/ Cocktail Sauce,Entrees,270,12,12,Chili's
1140,GG Classic Sirloin,Entrees,370,9,9,Chili's
1141,Grilled Salmon w/ Garlic & Herbs,Entrees,310,15,15,Chili's
1142,Half Rack of Baby Back Ribs,Entrees,760,49,49,Chili's
1143,Spicy Garlic & Lime Grilled Shrimp,Entrees,150,8,8,Chili's
1144,Beef Fajitas - w/o Tortillas and Condiments,Fajitas,390,14,14,Chili's
1145,Chicken Fajitas - w/o Tortillas and Condiments,Fajitas,360,10,10,Chili's
1146,Fajita Trio - w/o Tortillas and Condiments,Fajitas,530,20,20,Chili's
1147,Pepper Pals® Cheese Pizza,Kid's Meals,570,24,24,Chili's
1148,Pepper Pals® Cheese Quesadilla,Kid's Meals,470,24,24,Chili's
1149,Pepper Pals® Chocolate Shake,Kid's Meals,460,22,22,Chili's
1150,Pepper Pals® Corn Dog,Kid's Meals,270,14,14,Chili's
1151,Pepper Pals® Crispy Chicken Crispers,Kid's Meals,380,22,22,Chili's
1152,Pepper Pals® Grilled Cheese Sandwich,Kid's Meals,530,42,42,Chili's
1153,Pepper Pals® Grilled Chicken Platter,Kid's Meals,160,4,4,Chili's
1154,Pepper Pals® Grilled Chicken Sandwich,Kid's Meals,230,5,5,Chili's
1155,Pepper Pals® Little Chicken Crispers,Kid's Meals,340,15,15,Chili's
1156,Pepper Pals® Little Mouth Burger,Kid's Meals,330,18,18,Chili's
1157,Pepper Pals® Little Mouth Cheeseburger,Kid's Meals,400,24,24,Chili's
1158,Pepper Pals® Macaroni & Cheese Kraft,Kid's Meals,500,18,18,Chili's
1159,Pepper Pals® Side Celery Sticks w/ Ranch,Kid's Meals,80,5,5,Chili's
1160,Pepper Pals® Side Steamed Broccoli,Kid's Meals,30,0,0,Chili's
1161,Boneless Buffalo Chicken Salad,Salads,990,68,68,Chili's
1162,Buffalo Chicken Ranch Sandwich on White Bun with fries,Sandwiches,1410,68,68,Chili's
1163,Grilled Ham & Swiss Sandwich w/ fries,Sandwiches,1360,71,71,Chili's
1164,Add Spicy Garlic & Lime Shrimp to any Entrée,Sides,80,4,4,Chili's
1165,"Cheese, Swiss",Sides,80,6,6,Chili's
1166,"Dressing, Low Fat Ranch",Sides,80,5,5,Chili's
1167,Salsa Only as served w/ Chips,Sides,50,0,0,Chili's
1168,Chicken Enchilada Soup,Soups,400,25,25,Chili's
1169,Chicken Club Tacos,Tacos,1260,60,60,Chili's
1170,Pepper Pals® Side Cinnamon Apples,Kid's Meals,280,11,11,Chili's
1171,Bacon Ranch Chicken Quesadilla,Mexican Food,1650,107,107,Chili's
1172,Caribbean Salad w/ Grilled Chicken,Salads,610,25,25,Chili's
1173,California Club Sandwich w/ Fries,Sandwiches,740,38,38,Chili's
1174,Santa Fe Chicken Wrap w/ Ancho-Chile Ranch & fries,Sandwiches,1320,73,73,Chili's
1175,Add Spicy Garlic & Lime Shrimp to any Entrée,Sides,150,8,8,Chili's
1176,Cinnamon Apples,Sides,280,11,11,Chili's
1177,"Dressing, Ranch",Sides,180,19,19,Chili's
1178,Sour Cream,Sides,60,6,6,Chili's
1179,Chicken Enchilada Soup,Soups,200,13,13,Chili's
1180,Pepper Pals® Side Corn Cob w/o Butter,Kid's Meals,150,2,2,Chili's
1181,Bacon Ranch Chicken Quesadilla w/ Fries,Mexican Food,1070,67,67,Chili's
1182,Caribbean Salad w/ Grilled Shrimp,Salads,620,31,31,Chili's
1183,California Club Sandwich w/ fries,Sandwiches,1490,76,76,Chili's
1184,Southwestern BLT Sandwich w/ Fries,Sandwiches,630,33,33,Chili's
1185,Applewood Smoked Bacon,Sides,90,7,7,Chili's
1186,Cole Slaw,Sides,240,20,20,Chili's
1187,"Gravy, Black Pepper",Sides,30,2,2,Chili's
1188,Steamed Broccoli,Sides,80,6,6,Chili's
1189,Chili's Terlingua Chili w/ Toppings,Soups,360,20,20,Chili's
1190,Pepper Pals® Side Homestyle Fries,Kid's Meals,190,7,7,Chili's
1191,Bacon Ranch Steak Quesadilla,Mexican Food,1680,111,111,Chili's
1192,Chicken Caesar Salad,Salads,650,44,44,Chili's
1193,Classic Turkey Sandwich w/ Fries (Lunch Combo),Sandwiches,690,34,34,Chili's
1194,Steakhouse Sandwich w/ fries,Sandwiches,1010,45,45,Chili's
1195,Avocado Slices,Sides,80,7,7,Chili's
1196,"Dressing, Ancho Chile Ranch",Sides,190,19,19,Chili's
1197,Guacamole,Sides,45,4,4,Chili's
1198,Sweet Corn on the Cob w/ Butter,Sides,200,7,7,Chili's
1199,Chili's Terlingua Chili w/ Toppings,Soups,180,10,10,Chili's
1200,Pepper Pals® Side Kernel Corn,Kid's Meals,130,2,2,Chili's
1201,Memphis Dry Rub Ribs (1/2 rack),Ribs,1080,57,57,Chili's
1202,Cobb Salad,Salads,710,52,52,Chili's
1203,Classic Turkey Sandwich w/ fries,Sandwiches,1340,64,64,Chili's
1204,Fried Shrimp w/ Cocktail Sauce,Seafood,990,52,52,Chili's
1205,BBQ Sauce (Original),Sides,50,0,0,Chili's
1206,"Dressing, Avocado Ranch",Sides,140,14,14,Chili's
1207,Homestyle Fries,Sides,380,13,13,Chili's
1208,"Wheat Bun, Plain",Sides,360,9,9,Chili's
1209,Loaded Baked Potato Soup,Soups,210,15,15,Chili's
1210,Pepper Pals® Side Mandarin Oranges,Kid's Meals,35,0,0,Chili's
1211,Original Ribs,Ribs,2170,123,123,Chili's
1212,House Salad No Dressing,Salads,180,11,11,Chili's
1213,Fajita Chicken Sandwich w/ Fries,Sandwiches,730,38,38,Chili's
1214,GG Salmon w/ Garlic & Herbs,Seafood,480,17,17,Chili's
1215,Black Bean Patty Only,Sides,200,2,2,Chili's
1216,"Dressing, Bleu Cheese",Sides,240,26,26,Chili's
1217,Honey Chipotle Sauce,Sides,140,0,0,Chili's
1218,Broccoli Cheese Soup,Soups,230,15,15,Chili's
1219,Sweet Corn,Soups,450,36,36,Chili's
1220,Pepper Pals® Side Mashed Potatoes - w/o Gravy,Kid's Meals,120,7,7,Chili's
1221,Original Ribs (1/2 rack),Ribs,1140,63,63,Chili's
1222,Lunch House Salad No Dressing,Salads,90,5,5,Chili's
1223,GG Grilled Chicken Sandwich w/ Steamed Broccoli & fries,Sandwiches,610,13,13,Chili's
1224,Grilled Salmon w/ Garlic & Herbs,Seafood,580,28,28,Chili's
1225,Black Beans,Sides,100,1,1,Chili's
1226,"Dressing, Citrus Balsamic Vinaigrette",Sides,250,25,25,Chili's
1227,Loaded Mashed Potatoes,Sides,390,25,25,Chili's
1228,Broccoli Cheese Soup,Soups,110,7,7,Chili's
1229,Sweet Corn,Soups,230,18,18,Chili's
1230,Pepper Pals® Side Pineapple,Kid's Meals,35,0,0,Chili's
1231,Shiner Bock® BBQ Ribs,Ribs,2310,123,123,Chili's
1232,Over-The-Top Cobb Salad w/ Avocado Ranch,Salads,430,33,33,Chili's
1233,GG Santa Fe Chicken Wrap w/ Steamed Broccoli & fries,Sandwiches,680,25,25,Chili's
1234,Add Fried Shrimp to any Entrée,Sides,110,6,6,Chili's
1235,"Cheese, American",Sides,70,6,6,Chili's
1236,"Dressing, Honey Lime",Sides,200,17,17,Chili's
1237,Mashed Potatoes w/ Black Pepper Gravy,Sides,280,15,15,Chili's
1238,Chicken & Green Chile Soup,Soups,200,7,7,Chili's
1239,Loaded Baked Potato Soup,Soups,410,30,30,Chili's
1240,Pepper Pals® Side Rice,Kid's Meals,190,7,7,Chili's
1241,Shiner Bock® BBQ Ribs (1/2 rack),Ribs,1200,63,63,Chili's
1242,Quesadilla Explosion Salad,Salads,1400,89,89,Chili's
1243,Grilled Chicken Sandwich on White Bun w/ fries,Sandwiches,1280,63,63,Chili's
1244,Add Fried Shrimp to any Entrée,Sides,220,12,12,Chili's
1245,"Cheese, Cheddar",Sides,80,7,7,Chili's
1246,"Dressing, Honey Mustard",Sides,200,22,22,Chili's
1247,Ranch Only as served w/ Chips,Sides,480,50,50,Chili's
1248,Chicken & Green Chile Soup,Soups,100,4,4,Chili's
1249,Crispy Chicken Tacos,Tacos,1630,78,78,Chili's
1250,Pepper Pals® Side Salad w/ Low Fat Ranch,Kid's Meals,130,8,8,Chili's
1251,Memphis Dry Rub Ribs,Ribs,1990,111,111,Chili's
1252,BBQ Pulled Pork Sandwich on White Bun with fries,Sandwiches,1670,85,85,Chili's
1253,Grilled Ham & Swiss Sandwich w/ Fries (Lunch Combo),Sandwiches,680,36,36,Chili's
1254,Add Rice and Black Beans,Sides,290,7,7,Chili's
1255,"Cheese, Provolone",Sides,80,6,6,Chili's
1256,"Dressing, Honey Mustard No Fat",Sides,70,0,0,Chili's
1257,Rice,Sides,190,7,7,Chili's
1258,Chicken Enchilada,Soups,400,25,25,Chili's
1259,Crispy Shrimp Tacos,Tacos,1500,68,68,Chili's
1260,Green Tomatillo Salsa,Sides,15,0,0,Chipotle Mexican Grill
1261,Sour Cream,Sides,120,10,10,Chipotle Mexican Grill
1262,Fresh Tomato Salsa,Sides,5,0,0,Chipotle Mexican Grill
1263,Cheese (taco),Sides,35,3,3,Chipotle Mexican Grill
1264,Pinto Beans,Sides,120,1,1,Chipotle Mexican Grill
1265,Carnitas,Entrees,190,8,8,Chipotle Mexican Grill
1266,Chips,Sides,570,27,27,Chipotle Mexican Grill
1267,Chicken,Entrees,60,2,2,Chipotle Mexican Grill
1268,Chips,Sides,140,7,7,Chipotle Mexican Grill
1269,Red Tomatillo Salsa,Sides,40,1,1,Chipotle Mexican Grill
1270,Green Tomatillo Salsa,Sides,5,0,0,Chipotle Mexican Grill
1271,Crispy Taco Shell,Tortillas,60,2,2,Chipotle Mexican Grill
1272,Guacamole,Sides,150,13,13,Chipotle Mexican Grill
1273,Barbacoa,Entrees,170,7,7,Chipotle Mexican Grill
1274,Fresh Tomato Salsa,Sides,20,0,0,Chipotle Mexican Grill
1275,Fajita Vegetables,Sides,5,0,0,Chipotle Mexican Grill
1276,Steak,Entrees,60,2,2,Chipotle Mexican Grill
1277,Flour Tortilla (burrito),Tortillas,290,9,9,Chipotle Mexican Grill
1278,Cilantro-Lime Rice,Sides,130,3,3,Chipotle Mexican Grill
1279,Romaine Lettuce (salad),Sides,10,0,0,Chipotle Mexican Grill
1280,Black Beans,Sides,120,1,1,Chipotle Mexican Grill
1281,Romaine Lettuce (tacos),Sides,5,0,0,Chipotle Mexican Grill
1282,Crispy Taco Shell,Tortillas,60,2,2,Chipotle Mexican Grill
1283,Romaine Lettuce (taco),Sides,5,0,0,Chipotle Mexican Grill
1284,Cilantro-Lime Rice (taco),Sides,40,1,1,Chipotle Mexican Grill
1285,Original Leg ,Chicken,110,6,6,Church's
1286,Boneless Wing - with Sauce ,Wings,95,5,5,Church's
1287,Fish Fillet (1) ,Seafood,190,10,10,Church's
1288,Sweet Corn Nuggets (8) ,Sides,250,12,12,Church's
1289,Sweet Tea - Large ,Drinks,360,0,0,Church's
1290,Spicy Thigh ,Chicken,480,35,35,Church's
1291,Southern Style Chicken Sandwich ,Sandwiches,450,16,16,Church's
1292,Jalapeño Pepper ,Sides,5,0,0,Church's
1293,Red Beans & Rice ,Sides,140,12,12,Church's
1294,Spicy Leg ,Chicken,180,11,11,Church's
1295,Double Chicken N Cheese Sandwich ,Sandwiches,740,38,38,Church's
1296,Corn ,Sides,140,3,3,Church's
1297,Macaroni & Cheese ,Sides,190,7,7,Church's
1298,Original Breast ,Chicken,200,11,11,Church's
1299,Spicy Chicken Sandwich ,Sandwiches,360,18,18,Church's
1300,Honey-Butter Biscuit ,Sides,240,12,12,Church's
1301,Jalapeño Cheese Bombers® (4) ,Sides,160,8,8,Church's
1302,Unsweet Tea - Medium ,Drinks,0,0,0,Church's
1303,Spicy Wing ,Chicken,430,27,27,Church's
1304,Chicken Sandwich with Cheese ,Sandwiches,500,26,26,Church's
1305,Mashed Potatoes & Gravy ,Sides,110,2,2,Church's
1306,Cajun Rice ,Sides,130,7,7,Church's
1307,Unsweet Tea - Large ,Drinks,0,0,0,Church's
1308,Original Thigh ,Chicken,330,23,23,Church's
1309,Original Chicken Sandwich ,Sandwiches,360,18,18,Church's
1310,Livers (6) ,Seafood,840,42,42,Church's
1311,French Fries ,Sides,140,6,6,Church's
1312,Unsweet Tea - Small ,Drinks,0,0,0,Church's
1313,Original Wing ,Chicken,300,18,18,Church's
1314,Boneless Wing - without Sauce ,Wings,80,5,5,Church's
1315,Chicken Fried Steak ,Entrees,470,28,28,Church's
1316,Green Beans ,Sides,35,0,0,Church's
1317,Sweet Tea - Medium ,Drinks,270,0,0,Church's
1318,Spicy Breast ,Chicken,320,20,20,Church's
1319,Spicy Southern Style Chicken Sandwich ,Sandwiches,550,27,27,Church's
1320,Cole Slaw ,Sides,150,10,10,Church's
1321,Apple Pie ,Desserts,220,8,8,Church's
1322,Tender Strips™ ,Chicken,120,6,6,Church's
1323,Nuggets (5) ,Chicken,160,7,7,Church's
1324,Okra ,Sides,170,11,11,Church's
1325,Strawberry Shortcake ,Desserts,500,14,14,Church's
1326,Spicy Tender Strips™ ,Chicken,140,7,7,Church's
1327,Shrimp (8) ,Seafood,280,12,12,Church's
1328,Collard Greens ,Sides,35,0,0,Church's
1329,Sweet Tea - Small ,Drinks,190,0,0,Church's
1330,The Commuter Croissant (Whole Eggs),Breakfast Sandwiches,680,44,44,Corner Bakery Cafe
1331,"Bacon, 3-slices - G",Breakfast,110,110,110,Corner Bakery Cafe
1332,"Oatmeal Toppings - Dried Cranberries - LF, VG, G",Breakfast,25,25,25,Corner Bakery Cafe
1333,Baked French Toast w/Sausage & Scrambled Eggs (Egg Whites),Breakfast,1040,31,31,Corner Bakery Cafe
1334,Cinnamon Roll - V,Breakfast,650,24,24,Corner Bakery Cafe
1335,The Greek Salad - G (Café & Combo),Salads,300,19,19,Corner Bakery Cafe
1336,Anaheim Scrambler - G (Whole Eggs),Breakfast,580,46,46,Corner Bakery Cafe
1337,Ham & Swiss Panini (Whole Eggs),Breakfast Sandwiches,490,490,490,Corner Bakery Cafe
1338,"Seasonal Fruit Medley - LF, VG, G",Breakfast,70,70,70,Corner Bakery Cafe
1339,"Oatmeal Toppings - Fresh Berry & Yogurt Parfait - LF, V",Breakfast,390,390,390,Corner Bakery Cafe
1340,"Cinnamon Raisin Bagel - LF, VG",Breakfast,330,2,2,Corner Bakery Cafe
1341,Banana Muffin - V,Breakfast,530,26,26,Corner Bakery Cafe
1342,Caesar Salad w/Roasted Chicken (Café & Combo),Salads,420,32,32,Corner Bakery Cafe
1343,Chopped Salad - G (Entrée),Salads,790,57,57,Corner Bakery Cafe
1344,Caesar Salad (side & trio portion),Salads,230,20,20,Corner Bakery Cafe
1345,Asian Edamame Salad - V (Side),Salads,140,8,8,Corner Bakery Cafe
1346,Tuna Salad - G (Side),Salads,400,29,29,Corner Bakery Cafe
